experimentName,topology,articleId,nEvents,nScored,meanContinuousMI,llmCalls,status,miScoringMode,runDir
T2c_H_polarized_ozone_stratosphere_specialist,polarized,scopex_2017,144,126,0.0,1061,complete,continuous,T2c_H_polarized_ozone_stratosphere_specialist_2026-09-19_04-32-52
T2c_H_polarized_ozone_stratosphere_specialist,polarized,chemtrails_gates_2018_2021,118,104,0.851,1061,complete,continuous,T2c_H_polarized_ozone_stratosphere_specialist_2026-09-19_04-32-52
T2c_H_polarized_ozone_stratosphere_specialist,polarized,sai_geoengineering,107,95,0.0105,1061,complete,continuous,T2c_H_polarized_ozone_stratosphere_specialist_2026-09-19_04-32-52
T2c_H_polarized_ozone_stratosphere_specialist,polarized,paris_agreement,140,112,0.192,1061,complete,continuous,T2c_H_polarized_ozone_stratosphere_specialist_2026-09-19_04-32-52
T2c_H_polarized_ozone_stratosphere_specialist,polarized,climate_consensus,143,120,0.0,1061,complete,continuous,T2c_H_polarized_ozone_stratosphere_specialist_2026-09-19_04-32-52
T2c_H_polarized_ozone_stratosphere_specialist,polarized,polar_bears,144,124,0.0,1061,complete,continuous,T2c_H_polarized_ozone_stratosphere_specialist_2026-09-19_04-32-52
T2c_H_polarized_science_journalist,polarized,scopex_2017,89,74,0.0,859,complete,continuous,T2c_H_polarized_science_journalist_2026-09-19_04-43-11
T2c_H_polarized_science_journalist,polarized,chemtrails_gates_2018_2021,136,115,0.0365,859,complete,continuous,T2c_H_polarized_science_journalist_2026-09-19_04-43-11
T2c_H_polarized_science_journalist,polarized,sai_geoengineering,3,1,0.0,859,complete,continuous,T2c_H_polarized_science_journalist_2026-09-19_04-43-11
T2c_H_polarized_science_journalist,polarized,paris_agreement,142,121,0.0785,859,complete,continuous,T2c_H_polarized_science_journalist_2026-09-19_04-43-11
T2c_H_polarized_science_journalist,polarized,climate_consensus,140,122,0.0041,859,complete,continuous,T2c_H_polarized_science_journalist_2026-09-19_04-43-11
T2c_H_polarized_science_journalist,polarized,polar_bears,143,121,0.0,859,complete,continuous,T2c_H_polarized_science_journalist_2026-09-19_04-43-11
T2c_H_hierarchical_biodiversity_food_security,hierarchical,scopex_2017,83,3,0.0,45,complete,continuous,T2c_H_hierarchical_biodiversity_food_security_2026-09-19_04-31-12
T2c_H_hierarchical_biodiversity_food_security,hierarchical,chemtrails_gates_2018_2021,78,3,0.0,45,complete,continuous,T2c_H_hierarchical_biodiversity_food_security_2026-09-19_04-31-12
T2c_H_hierarchical_biodiversity_food_security,hierarchical,sai_geoengineering,1,0,,45,complete,continuous,T2c_H_hierarchical_biodiversity_food_security_2026-09-19_04-31-12
T2c_H_hierarchical_biodiversity_food_security,hierarchical,paris_agreement,77,5,0.0,45,complete,continuous,T2c_H_hierarchical_biodiversity_food_security_2026-09-19_04-31-12
T2c_H_hierarchical_biodiversity_food_security,hierarchical,climate_consensus,82,4,0.0,45,complete,continuous,T2c_H_hierarchical_biodiversity_food_security_2026-09-19_04-31-12
T2c_H_hierarchical_biodiversity_food_security,hierarchical,polar_bears,79,10,0.0,45,complete,continuous,T2c_H_hierarchical_biodiversity_food_security_2026-09-19_04-31-12
T2c_H_hierarchical_climate_action_advocate,hierarchical,scopex_2017,71,0,,143,complete,continuous,T2c_H_hierarchical_climate_action_advocate_2026-09-19_04-26-01
T2c_H_hierarchical_climate_action_advocate,hierarchical,chemtrails_gates_2018_2021,64,3,1.0,143,complete,continuous,T2c_H_hierarchical_climate_action_advocate_2026-09-19_04-26-01
T2c_H_hierarchical_climate_action_advocate,hierarchical,sai_geoengineering,75,6,0.3333,143,complete,continuous,T2c_H_hierarchical_climate_action_advocate_2026-09-19_04-26-01
T2c_H_hierarchical_climate_action_advocate,hierarchical,paris_agreement,75,0,,143,complete,continuous,T2c_H_hierarchical_climate_action_advocate_2026-09-19_04-26-01
T2c_H_hierarchical_climate_action_advocate,hierarchical,climate_consensus,72,1,0.0,143,complete,continuous,T2c_H_hierarchical_climate_action_advocate_2026-09-19_04-26-01
T2c_H_hierarchical_climate_action_advocate,hierarchical,polar_bears,79,5,0.0,143,complete,continuous,T2c_H_hierarchical_climate_action_advocate_2026-09-19_04-26-01
T2c_H_hierarchical_climate_justice_youth,hierarchical,scopex_2017,78,0,,119,complete,continuous,T2c_H_hierarchical_climate_justice_youth_2026-09-19_04-26-51
T2c_H_hierarchical_climate_justice_youth,hierarchical,chemtrails_gates_2018_2021,83,5,1.0,119,complete,continuous,T2c_H_hierarchical_climate_justice_youth_2026-09-19_04-26-51
T2c_H_hierarchical_climate_justice_youth,hierarchical,sai_geoengineering,77,4,0.25,119,complete,continuous,T2c_H_hierarchical_climate_justice_youth_2026-09-19_04-26-51
T2c_H_hierarchical_climate_justice_youth,hierarchical,paris_agreement,69,0,,119,complete,continuous,T2c_H_hierarchical_climate_justice_youth_2026-09-19_04-26-51
T2c_H_hierarchical_climate_justice_youth,hierarchical,climate_consensus,83,4,0.0,119,complete,continuous,T2c_H_hierarchical_climate_justice_youth_2026-09-19_04-26-51
T2c_H_hierarchical_climate_justice_youth,hierarchical,polar_bears,76,4,0.0,119,complete,continuous,T2c_H_hierarchical_climate_justice_youth_2026-09-19_04-26-51
T2c_H_hierarchical_climate_scientist,hierarchical,scopex_2017,77,3,0.0,30,complete,continuous,T2c_H_hierarchical_climate_scientist_2026-09-19_04-31-18
T2c_H_hierarchical_climate_scientist,hierarchical,chemtrails_gates_2018_2021,76,1,0.0,30,complete,continuous,T2c_H_hierarchical_climate_scientist_2026-09-19_04-31-18
T2c_H_hierarchical_climate_scientist,hierarchical,sai_geoengineering,1,0,,30,complete,continuous,T2c_H_hierarchical_climate_scientist_2026-09-19_04-31-18
T2c_H_hierarchical_climate_scientist,hierarchical,paris_agreement,74,4,0.0,30,complete,continuous,T2c_H_hierarchical_climate_scientist_2026-09-19_04-31-18
T2c_H_hierarchical_climate_scientist,hierarchical,climate_consensus,1,0,,30,complete,continuous,T2c_H_hierarchical_climate_scientist_2026-09-19_04-31-18
T2c_H_hierarchical_climate_scientist,hierarchical,polar_bears,76,2,0.0,30,complete,continuous,T2c_H_hierarchical_climate_scientist_2026-09-19_04-31-18
T2c_H_hierarchical_conspiracy_believer,hierarchical,scopex_2017,64,54,2.3333,553,complete,continuous,T2c_H_hierarchical_conspiracy_believer_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_believer,hierarchical,chemtrails_gates_2018_2021,74,62,3.6468,553,complete,continuous,T2c_H_hierarchical_conspiracy_believer_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_believer,hierarchical,sai_geoengineering,65,47,1.6064,553,complete,continuous,T2c_H_hierarchical_conspiracy_believer_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_believer,hierarchical,paris_agreement,76,66,4.2909,553,complete,continuous,T2c_H_hierarchical_conspiracy_believer_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_believer,hierarchical,climate_consensus,61,53,4.9057,553,complete,continuous,T2c_H_hierarchical_conspiracy_believer_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_believer,hierarchical,polar_bears,80,69,0.3188,553,complete,continuous,T2c_H_hierarchical_conspiracy_believer_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_climate_piggyback,hierarchical,scopex_2017,60,45,1.9778,435,complete,continuous,T2c_H_hierarchical_conspiracy_climate_piggyback_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_climate_piggyback,hierarchical,chemtrails_gates_2018_2021,62,50,3.324,435,complete,continuous,T2c_H_hierarchical_conspiracy_climate_piggyback_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_climate_piggyback,hierarchical,sai_geoengineering,75,64,0.1172,435,complete,continuous,T2c_H_hierarchical_conspiracy_climate_piggyback_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_climate_piggyback,hierarchical,paris_agreement,75,59,3.0729,435,complete,continuous,T2c_H_hierarchical_conspiracy_climate_piggyback_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_climate_piggyback,hierarchical,climate_consensus,1,0,,435,complete,continuous,T2c_H_hierarchical_conspiracy_climate_piggyback_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_climate_piggyback,hierarchical,polar_bears,75,64,0.0,435,complete,continuous,T2c_H_hierarchical_conspiracy_climate_piggyback_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_depopulation,hierarchical,scopex_2017,73,57,2.0351,504,complete,continuous,T2c_H_hierarchical_conspiracy_depopulation_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_depopulation,hierarchical,chemtrails_gates_2018_2021,1,0,,504,complete,continuous,T2c_H_hierarchical_conspiracy_depopulation_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_depopulation,hierarchical,sai_geoengineering,71,57,0.2807,504,complete,continuous,T2c_H_hierarchical_conspiracy_depopulation_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_depopulation,hierarchical,paris_agreement,73,63,2.6556,504,complete,continuous,T2c_H_hierarchical_conspiracy_depopulation_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_depopulation,hierarchical,climate_consensus,80,72,4.1583,504,complete,continuous,T2c_H_hierarchical_conspiracy_depopulation_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_depopulation,hierarchical,polar_bears,80,67,0.0149,504,complete,continuous,T2c_H_hierarchical_conspiracy_depopulation_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_haarp_weather,hierarchical,scopex_2017,74,61,2.5016,410,complete,continuous,T2c_H_hierarchical_conspiracy_haarp_weather_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_haarp_weather,hierarchical,chemtrails_gates_2018_2021,1,0,,410,complete,continuous,T2c_H_hierarchical_conspiracy_haarp_weather_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_haarp_weather,hierarchical,sai_geoengineering,73,58,1.5207,410,complete,continuous,T2c_H_hierarchical_conspiracy_haarp_weather_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_haarp_weather,hierarchical,paris_agreement,81,73,3.7808,410,complete,continuous,T2c_H_hierarchical_conspiracy_haarp_weather_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_haarp_weather,hierarchical,climate_consensus,4,1,0.0,410,complete,continuous,T2c_H_hierarchical_conspiracy_haarp_weather_2026-09-19_04-17-53
T2c_H_hierarchical_conspiracy_haarp_weather,hierarchical,polar_bears,75,62,0.0,410,complete,continuous,T2c_H_hierarchical_conspiracy_haarp_weather_2026-09-19_04-17-53
T2c_H_hierarchical_environmental_concern,hierarchical,scopex_2017,82,2,0.0,67,complete,continuous,T2c_H_hierarchical_environmental_concern_2026-09-19_04-28-19
T2c_H_hierarchical_environmental_concern,hierarchical,chemtrails_gates_2018_2021,64,0,,67,complete,continuous,T2c_H_hierarchical_environmental_concern_2026-09-19_04-28-19
T2c_H_hierarchical_environmental_concern,hierarchical,sai_geoengineering,66,4,0.0,67,complete,continuous,T2c_H_hierarchical_environmental_concern_2026-09-19_04-28-19
T2c_H_hierarchical_environmental_concern,hierarchical,paris_agreement,77,4,0.0,67,complete,continuous,T2c_H_hierarchical_environmental_concern_2026-09-19_04-28-19
T2c_H_hierarchical_environmental_concern,hierarchical,climate_consensus,80,2,0.0,67,complete,continuous,T2c_H_hierarchical_environmental_concern_2026-09-19_04-28-19
T2c_H_hierarchical_environmental_concern,hierarchical,polar_bears,80,4,0.0,67,complete,continuous,T2c_H_hierarchical_environmental_concern_2026-09-19_04-28-19
T2c_H_hierarchical_mitigation_first_policy,hierarchical,scopex_2017,74,5,0.0,72,complete,continuous,T2c_H_hierarchical_mitigation_first_policy_2026-09-19_04-28-02
T2c_H_hierarchical_mitigation_first_policy,hierarchical,chemtrails_gates_2018_2021,81,0,,72,complete,continuous,T2c_H_hierarchical_mitigation_first_policy_2026-09-19_04-28-02
T2c_H_hierarchical_mitigation_first_policy,hierarchical,sai_geoengineering,82,1,0.0,72,complete,continuous,T2c_H_hierarchical_mitigation_first_policy_2026-09-19_04-28-02
T2c_H_hierarchical_mitigation_first_policy,hierarchical,paris_agreement,68,3,0.3333,72,complete,continuous,T2c_H_hierarchical_mitigation_first_policy_2026-09-19_04-28-02
T2c_H_hierarchical_mitigation_first_policy,hierarchical,climate_consensus,75,1,0.0,72,complete,continuous,T2c_H_hierarchical_mitigation_first_policy_2026-09-19_04-28-02
T2c_H_hierarchical_mitigation_first_policy,hierarchical,polar_bears,76,3,0.0,72,complete,continuous,T2c_H_hierarchical_mitigation_first_policy_2026-09-19_04-28-02
T2c_H_hierarchical_ozone_stratosphere_specialist,hierarchical,scopex_2017,43,0,,30,complete,continuous,T2c_H_hierarchical_ozone_stratosphere_specialist_2026-09-19_04-31-07
T2c_H_hierarchical_ozone_stratosphere_specialist,hierarchical,chemtrails_gates_2018_2021,66,2,0.0,30,complete,continuous,T2c_H_hierarchical_ozone_stratosphere_specialist_2026-09-19_04-31-07
T2c_H_hierarchical_ozone_stratosphere_specialist,hierarchical,sai_geoengineering,81,4,0.0,30,complete,continuous,T2c_H_hierarchical_ozone_stratosphere_specialist_2026-09-19_04-31-07
T2c_H_hierarchical_ozone_stratosphere_specialist,hierarchical,paris_agreement,82,1,0.0,30,complete,continuous,T2c_H_hierarchical_ozone_stratosphere_specialist_2026-09-19_04-31-07
T2c_H_hierarchical_ozone_stratosphere_specialist,hierarchical,climate_consensus,74,6,0.0,30,complete,continuous,T2c_H_hierarchical_ozone_stratosphere_specialist_2026-09-19_04-31-07
T2c_H_hierarchical_ozone_stratosphere_specialist,hierarchical,polar_bears,67,1,0.0,30,complete,continuous,T2c_H_hierarchical_ozone_stratosphere_specialist_2026-09-19_04-31-07
T2c_H_hierarchical_science_journalist,hierarchical,scopex_2017,75,3,0.0,220,complete,continuous,T2c_H_hierarchical_science_journalist_2026-09-19_04-31-27
T2c_H_hierarchical_science_journalist,hierarchical,chemtrails_gates_2018_2021,77,3,0.0,220,complete,continuous,T2c_H_hierarchical_science_journalist_2026-09-19_04-31-27
T2c_H_hierarchical_science_journalist,hierarchical,sai_geoengineering,76,3,0.0,220,complete,continuous,T2c_H_hierarchical_science_journalist_2026-09-19_04-31-27
T2c_H_hierarchical_science_journalist,hierarchical,paris_agreement,65,41,0.0488,220,complete,continuous,T2c_H_hierarchical_science_journalist_2026-09-19_04-31-27
T2c_H_hierarchical_science_journalist,hierarchical,climate_consensus,81,72,0.0,220,complete,continuous,T2c_H_hierarchical_science_journalist_2026-09-19_04-31-27
T2c_H_hierarchical_science_journalist,hierarchical,polar_bears,85,75,0.0,220,complete,continuous,T2c_H_hierarchical_science_journalist_2026-09-19_04-31-27
