runDir,experimentName,slice,arm,topology,rest,miScoringMode,articleId,status,llmCalls,nEvents,nScored,dead,meanMI,meanNodeMPR,maxMI,meanDiscreteMI,meanContinuousMI,meanDualGap,meanAgreement,kStarDiscrete,kStarContinuous,kStarCensoredDiscrete,hatchStatus,hatchNote
T2c_H_echo_chamber_biodiversity_food_security_2026-09-19_04-43-08,T2c_H_echo_chamber_biodiversity_food_security,T2c_H,H,echo_chamber,biodiversity_food_security,continuous,climate_consensus,complete,1076,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_hierarchical_mix_04_2026-09-19_04-18-25,T2d_He_hierarchical_mix_04,T2d_He,He,hierarchical,mix_04,dual,climate_consensus,complete,60,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_linear_chain_mix_00_2026-09-19_02-49-25,T2d_He_linear_chain_mix_00,T2d_He,He,linear_chain,mix_00,dual,paris_agreement,complete,99,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_linear_chain_mix_03_2026-09-19_02-49-25,T2d_He_linear_chain_mix_03,T2d_He,He,linear_chain,mix_03,dual,sai_geoengineering,complete,118,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_linear_chain_mix_04_2026-09-19_02-51-04,T2d_He_linear_chain_mix_04,T2d_He,He,linear_chain,mix_04,dual,scopex_2017,complete,107,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_polarized_mix_00_2026-09-19_04-17-42,T2d_He_polarized_mix_00,T2d_He,He,polarized,mix_00,dual,sai_geoengineering,complete,793,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_polarized_mix_01_2026-09-19_04-17-42,T2d_He_polarized_mix_01,T2d_He,He,polarized,mix_01,dual,paris_agreement,complete,689,3,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_polarized_mix_01_2026-09-19_04-17-42,T2d_He_polarized_mix_01,T2d_He,He,polarized,mix_01,dual,polar_bears,complete,689,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_polarized_mix_02_2026-09-19_04-30-58,T2d_He_polarized_mix_02,T2d_He,He,polarized,mix_02,dual,scopex_2017,complete,62,3,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_polarized_mix_02_2026-09-19_04-30-58,T2d_He_polarized_mix_02,T2d_He,He,polarized,mix_02,dual,paris_agreement,complete,62,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_polarized_mix_02_2026-09-19_04-30-58,T2d_He_polarized_mix_02,T2d_He,He,polarized,mix_02,dual,polar_bears,complete,62,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_polarized_mix_03_2026-09-19_04-17-42,T2d_He_polarized_mix_03,T2d_He,He,polarized,mix_03,dual,paris_agreement,complete,515,144,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_polarized_mix_03_2026-09-19_04-17-42,T2d_He_polarized_mix_03,T2d_He,He,polarized,mix_03,dual,polar_bears,complete,515,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_polarized_mix_04_2026-09-19_04-31-09,T2d_He_polarized_mix_04,T2d_He,He,polarized,mix_04,dual,scopex_2017,complete,446,136,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_polarized_mix_04_2026-09-19_04-31-09,T2d_He_polarized_mix_04,T2d_He,He,polarized,mix_04,dual,climate_consensus,complete,446,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_random_er_mix_00_2026-09-19_02-54-27,T2d_He_random_er_mix_00,T2d_He,He,random_er,mix_00,dual,scopex_2017,complete,1470,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_random_er_mix_02_2026-09-19_02-55-34,T2d_He_random_er_mix_02,T2d_He,He,random_er,mix_02,dual,polar_bears,complete,1400,3,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_random_er_mix_03_2026-09-19_02-55-43,T2d_He_random_er_mix_03,T2d_He,He,random_er,mix_03,dual,sai_geoengineering,complete,1104,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_random_er_mix_03_2026-09-19_02-55-43,T2d_He_random_er_mix_03,T2d_He,He,random_er,mix_03,dual,paris_agreement,complete,1104,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_random_er_mix_03_2026-09-19_02-55-43,T2d_He_random_er_mix_03,T2d_He,He,random_er,mix_03,dual,polar_bears,complete,1104,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_random_er_mix_04_2026-09-19_03-10-20,T2d_He_random_er_mix_04,T2d_He,He,random_er,mix_04,dual,climate_consensus,complete,1838,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_random_er_mix_05_2026-09-19_03-13-24,T2d_He_random_er_mix_05,T2d_He,He,random_er,mix_05,dual,sai_geoengineering,complete,1520,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_ring_mix_00_2026-09-19_02-51-38,T2d_He_ring_mix_00,T2d_He,He,ring,mix_00,dual,chemtrails_gates_2018_2021,complete,118,2,1,true,3,3,3,3,2,1,0.9129,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_ring_mix_05_2026-09-19_02-53-59,T2d_He_ring_mix_05,T2d_He,He,ring,mix_05,dual,scopex_2017,complete,85,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_ring_mix_05_2026-09-19_02-53-59,T2d_He_ring_mix_05,T2d_He,He,ring,mix_05,dual,sai_geoengineering,complete,85,2,1,true,1,1,1,1,0,1,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_scale_free_mix_00_2026-09-19_03-51-44,T2d_He_scale_free_mix_00,T2d_He,He,scale_free,mix_00,dual,chemtrails_gates_2018_2021,complete,1474,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_scale_free_mix_00_2026-09-19_03-51-44,T2d_He_scale_free_mix_00,T2d_He,He,scale_free,mix_00,dual,sai_geoengineering,complete,1474,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_scale_free_mix_01_2026-09-19_03-58-06,T2d_He_scale_free_mix_01,T2d_He,He,scale_free,mix_01,dual,sai_geoengineering,complete,1739,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_scale_free_mix_02_2026-09-19_03-35-38,T2d_He_scale_free_mix_02,T2d_He,He,scale_free,mix_02,dual,polar_bears,complete,1608,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_scale_free_mix_03_2026-09-19_03-58-06,T2d_He_scale_free_mix_03,T2d_He,He,scale_free,mix_03,dual,scopex_2017,complete,1538,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_scale_free_mix_03_2026-09-19_03-58-06,T2d_He_scale_free_mix_03,T2d_He,He,scale_free,mix_03,dual,chemtrails_gates_2018_2021,complete,1538,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_scale_free_mix_05_2026-09-19_04-16-26,T2d_He_scale_free_mix_05,T2d_He,He,scale_free,mix_05,dual,scopex_2017,complete,526,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_small_world_mix_03_2026-09-19_03-33-19,T2d_He_small_world_mix_03,T2d_He,He,small_world,mix_03,dual,scopex_2017,complete,1497,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_small_world_mix_03_2026-09-19_03-33-19,T2d_He_small_world_mix_03,T2d_He,He,small_world,mix_03,dual,paris_agreement,complete,1497,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_small_world_mix_04_2026-09-19_03-42-38,T2d_He_small_world_mix_04,T2d_He,He,small_world,mix_04,dual,chemtrails_gates_2018_2021,complete,1024,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_small_world_mix_04_2026-09-19_03-42-38,T2d_He_small_world_mix_04,T2d_He,He,small_world,mix_04,dual,climate_consensus,complete,1024,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
